time_id,data_id,system.code,station.code,date,time,depth (m),T (C),SC (uS/cm),pH,DOx (mg/L),Tn (NTU),ORP (mV),Chl (ug/L)
1102719,1282160,ONR,B148,7/5/2008,23:01:00,2.1,23.24,327,8.06,9.7,1.2,,1.4
1102720,1282161,ONR,B148,7/6/2008,1:01:00,2.1,23.11,327,8.04,9.66,0.7,,1.3
1102721,1282162,ONR,B148,7/6/2008,3:01:00,2.1,23,327,8.05,9.54,1.4,,1.2
1102722,1282163,ONR,B148,7/6/2008,5:01:00,2.1,22.94,326,8.08,9.75,0.6,,0.5
1102723,1282164,ONR,B148,7/6/2008,7:01:00,2.1,22.86,326,8.08,9.68,0.5,,1.5
1102724,1282165,ONR,B148,7/6/2008,9:01:00,2.1,22.84,326,8.1,9.78,0.6,,1.4
1103280,1282720,ONR,B148,7/6/2008,11:01:00,2.1,22.9,327,8.07,9.51,1,,0.6
1103281,1282721,ONR,B148,7/6/2008,13:01:00,2.1,23.09,326,8.14,9.87,1.2,,1.8
1103282,1282722,ONR,B148,7/6/2008,15:01:00,2.1,23.41,326,8.21,10.26,1.1,,2
1103283,1282723,ONR,B148,7/6/2008,17:01:00,2.1,23.66,325,8.26,10.62,1,,1.4
1103284,1282724,ONR,B148,7/6/2008,19:01:00,2.1,23.91,325,8.33,11.02,0.7,,1.5
1103285,1282725,ONR,B148,7/6/2008,21:01:00,2.1,24.08,325,8.35,11.21,0.9,,2.1
1103286,1282726,ONR,B148,7/6/2008,23:01:00,2.1,24.12,325,8.41,11.44,0.6,,1.9
1103287,1282727,ONR,B148,7/7/2008,1:01:00,2.1,24.05,325,8.37,11.33,0.7,,1.8
1103288,1282728,ONR,B148,7/7/2008,3:01:00,2.1,24.12,325,8.3,10.92,1.1,,1.4
1103289,1282729,ONR,B148,7/7/2008,5:01:00,2.1,24.13,325,8.31,10.84,0.7,,2
1103290,1282730,ONR,B148,7/7/2008,7:01:00,2.1,24.08,325,8.29,10.71,0.6,,1
1103291,1282731,ONR,B148,7/7/2008,9:01:00,2.1,24.19,325,8.35,10.91,0.7,,2
1103897,1283368,ONR,B148,7/7/2008,11:01:00,2.1,24.25,324,8.35,10.93,1.1,,2.1
1103898,1283369,ONR,B148,7/7/2008,13:01:00,2.1,24.41,324,8.43,11.48,0.9,,2.1
1103899,1283370,ONR,B148,7/7/2008,15:01:00,2.1,24.53,324,8.41,11.43,1,,1.5
1103900,1283371,ONR,B148,7/7/2008,17:01:00,2.1,24.85,322,8.58,12.28,0.8,,2.1
1103901,1283372,ONR,B148,7/7/2008,19:01:00,2.1,25.23,322,8.6,12.43,0.7,,0.7
1103902,1283373,ONR,B148,7/7/2008,21:01:00,2.1,25.09,323,8.58,12.51,0.8,,2
1103903,1283374,ONR,B148,7/7/2008,23:01:00,2.1,25.22,323,8.6,12.59,0.8,,2
1103904,1283375,ONR,B148,7/8/2008,1:01:00,2.1,25.02,324,8.49,11.72,0.9,,2.6
1103905,1283376,ONR,B148,7/8/2008,3:01:00,2.1,24.85,324,8.46,11.55,0.9,,1.3
1103906,1283377,ONR,B148,7/8/2008,5:01:00,2.1,24.76,323,8.5,11.92,0.7,,1.2
1103907,1283378,ONR,B148,7/8/2008,7:01:00,2.1,24.89,324,8.43,11.43,0.8,,0.9
1103908,1283379,ONR,B148,7/8/2008,9:01:00,2.1,24.99,326,8.39,11.02,0.9,,1.1
1104889,1284404,ONR,B148,7/8/2008,11:01:00,2.1,24.94,325,8.34,10.92,1.1,,0.8
1104890,1284405,ONR,B148,7/8/2008,13:01:00,2.1,25.59,323,8.56,11.71,0.9,,2
1104891,1284406,ONR,B148,7/8/2008,15:01:00,2,25.68,322,8.51,11.63,1.6,,0.7
1104892,1284407,ONR,B148,7/8/2008,17:01:00,2,25.67,323,8.53,11.9,1,,1
1104893,1284408,ONR,B148,7/8/2008,19:01:00,2,25.52,323,8.52,11.77,1,,1
1104894,1284409,ONR,B148,7/8/2008,21:01:00,2,25.59,324,8.47,11.52,1.8,,0.8
1104895,1284410,ONR,B148,7/8/2008,23:01:00,2,25.54,324,8.47,11.42,3.3,,1.1
1104896,1284411,ONR,B148,7/9/2008,1:01:00,2,25.33,324,8.42,11.22,0.9,,1.9
1104897,1284412,ONR,B148,7/9/2008,3:01:00,2,25.49,325,8.39,10.79,0.8,,1.9
1104898,1284413,ONR,B148,7/9/2008,5:01:00,2,25.35,326,8.35,10.74,0.9,,1.3
1104899,1284414,ONR,B148,7/9/2008,7:01:00,2,25.29,328,8.1,9.5,1.1,,1.4
1104900,1284415,ONR,B148,7/9/2008,9:01:00,2,25.2,326,8.28,10.35,0.8,,0.6
1105569,1285088,ONR,B148,7/9/2008,11:01:00,2,25.4,325,8.35,10.63,0.9,,1.9
1105570,1285089,ONR,B148,7/9/2008,13:01:00,2,24.94,326,8.3,10.46,0.8,,0.8
1105571,1285090,ONR,B148,7/9/2008,15:01:00,2,25.4,325,8.45,10.72,1.2,,1.6
1105572,1285091,ONR,B148,7/9/2008,17:01:00,2,26.04,324,8.53,10.93,0.8,,1.7
1105573,1285092,ONR,B148,7/9/2008,19:01:00,2,25.27,327,8.22,10,0.8,,0.6
1105574,1285093,ONR,B148,7/9/2008,21:01:00,2,25.43,325,8.39,10.63,0.7,,1.6
1105575,1285094,ONR,B148,7/9/2008,23:01:00,2,25.49,324,8.41,10.64,0.9,,1.7
1105576,1285095,ONR,B148,7/10/2008,1:01:00,2,25.26,324,8.43,10.6,0.7,,1.4
1105577,1285096,ONR,B148,7/10/2008,3:01:00,2,24.99,324,8.35,10.1,0.7,,1.5
1105578,1285097,ONR,B148,7/10/2008,5:01:00,2,24.64,325,8.33,10.1,0.7,,0.7
1105579,1285098,ONR,B148,7/10/2008,7:01:00,2,24.42,325,8.28,9.88,0.6,,1.7
1105580,1285099,ONR,B148,7/10/2008,9:01:00,2.1,24.36,325,8.3,9.97,0.6,,0.8
1106782,1286222,ONR,B148,7/10/2008,11:01:00,2.1,24.42,326,8.3,9.89,0.9,,1.8
1106783,1286223,ONR,B148,7/10/2008,13:01:00,2.1,24.35,326,8.26,9.81,0.8,,0.7
1106784,1286224,ONR,B148,7/10/2008,15:01:00,2.1,24.42,326,8.28,9.95,0.3,,1.4
1106785,1286225,ONR,B148,7/10/2008,17:01:00,2.1,24.26,327,8.22,9.7,0.4,,0.8
1106786,1286226,ONR,B148,7/10/2008,19:01:00,2.1,24.6,326,8.28,10.02,0.2,,0.9
1106787,1286227,ONR,B148,7/10/2008,21:01:00,2.1,24.29,328,8.18,9.6,0.2,,1.5
1106788,1286228,ONR,B148,7/10/2008,23:01:00,2.1,24.13,328,8.1,9.18,0.2,,0.8
1106789,1286229,ONR,B148,7/11/2008,1:01:00,2.1,23.91,329,7.99,8.71,0.3,,0.1
1106790,1286230,ONR,B148,7/11/2008,3:01:00,2.1,23.81,328,8.04,8.93,0.2,,1.2
1106791,1286231,ONR,B148,7/11/2008,5:01:00,2.1,23.67,328,8.04,8.87,0.1,,1.3
1106792,1286232,ONR,B148,7/11/2008,7:01:00,2.1,23.58,328,8.02,8.76,0.1,,1.2
1106793,1286233,ONR,B148,7/11/2008,9:01:00,2.1,23.54,329,8,8.62,0.4,,0.7
1118117,1297623,ONR,B148,7/11/2008,11:01:00,2.1,23.55,329,7.98,8.47,0.2,,1
1118118,1297624,ONR,B148,7/11/2008,13:01:00,2.1,23.52,329,7.95,8.37,0.2,,0.4
1118119,1297625,ONR,B148,7/11/2008,15:01:00,2.1,23.56,330,7.95,8.38,0.5,,0.9
1118120,1297626,ONR,B148,7/11/2008,17:01:00,2.1,23.54,330,7.96,8.3,0.2,,0.6
1118121,1297627,ONR,B148,7/11/2008,19:01:00,2.1,23.58,330,7.94,8.27,0.2,,0.9
1118122,1297628,ONR,B148,7/11/2008,21:01:00,2.1,23.6,330,7.95,8.24,2.5,,1
1118123,1297629,ONR,B148,7/11/2008,23:01:00,2.1,23.52,330,7.92,8.1,0.4,,1.5
1118124,1297630,ONR,B148,7/12/2008,1:01:00,2.1,23.44,330,7.91,8.1,0.3,,1.4
1118125,1297631,ONR,B148,7/12/2008,3:01:00,2.1,23.35,330,7.96,8.39,0.2,,1
1118126,1297632,ONR,B148,7/12/2008,5:01:00,2.1,23.28,330,7.94,8.28,0.2,,1.8
1118127,1297633,ONR,B148,7/12/2008,7:01:00,2.1,23.24,329,8.02,8.68,0.2,,2.1
1118128,1297634,ONR,B148,7/12/2008,9:01:00,2.1,23.3,329,8.02,8.78,0.4,,1.3
1123285,1302810,ONR,B148,7/12/2008,11:01:00,2.1,23.37,329,8.02,8.74,0.4,,1
1123286,1302811,ONR,B148,7/12/2008,13:01:00,2.1,23.63,328,8.06,8.97,0.2,,2
1123287,1302812,ONR,B148,7/12/2008,15:01:00,2.1,23.8,328,8.1,9.22,0.4,,1.7
1123288,1302813,ONR,B148,7/12/2008,17:01:00,2.1,24.07,328,8.18,9.62,0.5,,1.1
1123289,1302814,ONR,B148,7/12/2008,19:01:00,2.1,24.28,328,8.18,9.78,0.4,,1.8
1123290,1302815,ONR,B148,7/12/2008,21:01:00,2.1,24.4,328,8.24,10.06,0.7,,1.7
1123291,1302816,ONR,B148,7/12/2008,23:01:00,2.1,24.55,327,8.24,10.06,0.3,,1.4
1123292,1302817,ONR,B148,7/13/2008,1:01:00,2,24.59,327,8.27,10.2,0.1,,1.5
1123293,1302818,ONR,B148,7/13/2008,3:01:00,2,24.56,327,8.22,9.96,0.2,,0.5
1123294,1302819,ONR,B148,7/13/2008,5:01:00,2,24.59,327,8.22,9.87,0.2,,1.4
1123295,1302820,ONR,B148,7/13/2008,7:01:00,2,24.56,327,8.14,9.45,0.2,,0.8
1123296,1302821,ONR,B148,7/13/2008,9:01:00,2,24.65,326,8.27,9.81,0.4,,1.6
1128447,1307994,ONR,B148,7/13/2008,11:01:00,2,24.65,326,8.29,9.84,0.2,,1.5
1128448,1307995,ONR,B148,7/13/2008,13:01:00,2,24.68,326,8.22,9.66,0.3,,1.2
1128449,1307996,ONR,B148,7/13/2008,15:01:00,2,24.69,320,8.32,10.03,1.6,,1.9
1128450,1307997,ONR,B148,7/13/2008,17:01:00,2,24.59,322,8.27,9.76,1.6,,2.5
1128451,1307998,ONR,B148,7/13/2008,19:01:00,2,24.47,325,8.2,9.45,1.9,,1.2
1128452,1307999,ONR,B148,7/13/2008,21:01:00,2,24.43,324,8.18,9.33,1.3,,1.6
1128453,1308000,ONR,B148,7/13/2008,23:01:00,2,24.38,325,8.14,9.17,0.8,,1.9
1128454,1308001,ONR,B148,7/14/2008,1:01:00,2,24.29,324,8.1,9.01,0.7,,2.2
1128455,1308002,ONR,B148,7/14/2008,3:01:00,2,24.19,324,8.09,8.92,0.6,,1
1128456,1308003,ONR,B148,7/14/2008,5:01:00,2,24.14,324,8.14,9.1,0.4,,0.8
1128457,1308004,ONR,B148,7/14/2008,7:01:00,2,24.08,324,8.14,9.17,0.2,,1.6
1128458,1308005,ONR,B148,7/14/2008,9:01:00,2.1,24.07,325,8.14,9.1,0.3,,0.4
1129391,1308974,ONR,B148,7/14/2008,11:01:00,2.1,24.14,324,8.14,9.1,0.8,,0.8
1129392,1308975,ONR,B148,7/14/2008,13:01:00,2.1,24.4,325,8.16,9.22,0.4,,1.3
1129393,1308976,ONR,B148,7/14/2008,15:01:00,2,24.71,324,8.26,9.59,0.2,,1.2
1129394,1308977,ONR,B148,7/14/2008,17:01:00,2.1,24.63,325,8.22,9.6,0.2,,1.4
1129395,1308978,ONR,B148,7/14/2008,19:01:00,2.1,24.62,325,8.18,9.37,0.1,,1.2
1129396,1308979,ONR,B148,7/14/2008,21:01:00,2.1,24.44,326,8.14,9.22,0.7,,8.6
1129397,1308980,ONR,B148,7/14/2008,23:01:00,2.1,24.47,326,8.18,9.33,0.2,,0.8
1129398,1308981,ONR,B148,7/15/2008,1:01:00,2.1,24.35,325,8.21,9.5,0,,1.9
1129399,1308982,ONR,B148,7/15/2008,3:01:00,2.1,24.22,326,8.14,9.2,0.1,,1.3
1129400,1308983,ONR,B148,7/15/2008,5:01:00,2.1,24.09,327,8.12,9.05,0.5,,1.9
1129401,1308984,ONR,B148,7/15/2008,7:01:00,2.2,23.98,326,8.09,8.89,0.2,,0.9
1129402,1308985,ONR,B148,7/15/2008,9:01:00,2.2,23.98,326,8.14,9.13,0.6,,1.3
1130081,1309710,ONR,B148,7/15/2008,11:01:00,2.2,24.01,327,8.02,8.6,0.7,,1.1
1130082,1309711,ONR,B148,7/15/2008,13:01:00,2.2,24.1,327,8.01,8.55,0.9,,1.3
1130083,1309712,ONR,B148,7/15/2008,15:01:00,2.2,24.24,328,8.07,8.78,0.9,,0.9
1130084,1309713,ONR,B148,7/15/2008,17:01:00,2.2,24.43,327,8.17,9.37,0.5,,0.3
1130085,1309714,ONR,B148,7/15/2008,19:01:00,2.2,24.69,327,8.21,9.43,0.6,,1.7
1130086,1309715,ONR,B148,7/15/2008,21:01:00,2.2,24.63,327,8.35,10.27,0.3,,1.2
1130087,1309716,ONR,B148,7/15/2008,23:01:00,2.2,24.62,328,8.22,9.55,0.3,,0.7
1130088,1309717,ONR,B148,7/16/2008,1:01:00,2.2,24.53,326,8.28,10.04,0.1,,1.3
1130089,1309718,ONR,B148,7/16/2008,3:01:00,2.2,24.37,327,8.22,9.74,0.1,,1
1130090,1309719,ONR,B148,7/16/2008,5:01:00,2.2,24.22,327,8.21,9.62,0.1,,1.1
1130091,1309720,ONR,B148,7/16/2008,7:01:00,2.2,24.09,327,8.17,9.46,0.3,,0.5
1130092,1309721,ONR,B148,7/16/2008,9:01:00,2.2,24,329,8.07,8.95,0.7,,0.7
1130720,1310374,ONR,B148,7/16/2008,11:01:00,2.2,24.07,328,8.2,9.52,0.6,,0.6
1130721,1310375,ONR,B148,7/16/2008,13:01:00,2.2,24.17,327,8.22,9.66,0.3,,0.4
1130722,1310376,ONR,B148,7/16/2008,15:01:00,2.2,24.32,327,8.26,9.87,0.2,,0.8
1130723,1310377,ONR,B148,7/16/2008,17:01:00,2.2,24.5,327,8.3,10.14,0.2,,0.3
1130724,1310378,ONR,B148,7/16/2008,19:01:00,2.2,24.66,327,8.35,10.44,0.1,,0.8
1130725,1310379,ONR,B148,7/16/2008,21:01:00,2.2,24.78,328,8.32,10.34,1.2,,1.2
1130726,1310380,ONR,B148,7/16/2008,23:01:00,2.2,24.99,327,8.38,10.64,0.3,,1.4
1130727,1310381,ONR,B148,7/17/2008,1:01:00,2.2,24.93,326,8.39,10.71,0.1,,1.7
1130728,1310382,ONR,B148,7/17/2008,3:01:00,2.2,24.8,326,8.35,10.46,0.2,,1.5
1130729,1310383,ONR,B148,7/17/2008,5:01:00,2.2,24.64,326,8.35,10.4,4.4,,1.8
1130730,1310384,ONR,B148,7/17/2008,7:01:00,2.2,24.53,326,8.35,10.47,0.1,,0.4
1130731,1310385,ONR,B148,7/17/2008,9:01:00,2.2,24.43,326,8.43,10.82,0.3,,0.3
1131442,1311140,ONR,B148,7/17/2008,11:01:00,2.2,24.42,326,8.41,10.59,0.5,,1
1131443,1311141,ONR,B148,7/17/2008,13:02:00,2.1,24.37,316,8.49,9.35,0.9,,2.4
1131444,1311142,ONR,B148,7/17/2008,15:01:00,2.1,24.48,317,8.52,9.34,1,,2.4
1131445,1311143,ONR,B148,7/17/2008,17:01:00,2.1,24.61,318,8.56,9.5,1,,2.9
1131446,1311144,ONR,B148,7/17/2008,19:01:00,2.1,24.75,319,8.6,9.72,1,,1.7
1131447,1311145,ONR,B148,7/17/2008,21:01:00,2.1,24.94,319,8.62,9.74,0.9,,3.4
1131448,1311146,ONR,B148,7/17/2008,23:01:00,2.1,24.9,321,8.54,9.31,1.1,,2.7
1131449,1311147,ONR,B148,7/18/2008,1:01:00,2.1,25.05,320,8.55,9.91,1.1,,2
1131450,1311148,ONR,B148,7/18/2008,3:01:00,2.1,24.95,321,8.5,9.27,0.8,,1.4
1131451,1311149,ONR,B148,7/18/2008,5:01:00,2.1,24.95,321,8.52,9.07,1.5,,2.3
1131452,1311150,ONR,B148,7/18/2008,7:01:00,2.1,24.91,321,8.52,9.1,1.4,,2.4
1131453,1311151,ONR,B148,7/18/2008,9:01:00,2.1,24.97,321,8.54,9.24,2.3,,1.6
1131981,1312441,ONR,B148,7/18/2008,11:01:00,2.1,25.08,321,8.55,9.24,1.1,,1.8
1131982,1312442,ONR,B148,7/18/2008,13:01:00,2.1,25.07,321,8.49,9.37,1.9,,3.1
1131983,1312443,ONR,B148,7/18/2008,15:01:00,2.1,25.3,319,,10.79,1.4,,2
1131984,1312444,ONR,B148,7/18/2008,17:01:00,2.1,25.63,319,,10.52,1.6,,1.7
1131985,1312445,ONR,B148,7/18/2008,19:01:00,2.1,25.91,318,,10.8,1,,2.6
1131986,1312446,ONR,B148,7/18/2008,21:01:00,2.1,25.68,319,,10.43,1.3,,2.6
1131987,1312447,ONR,B148,7/18/2008,23:01:00,2.1,25.74,320,8.64,10.05,0.9,,2.8
1131988,1312448,ONR,B148,7/19/2008,1:01:00,2,25.8,319,8.64,9.7,1.2,,2.6
1131989,1312449,ONR,B148,7/19/2008,3:01:00,2.1,25.74,319,8.68,9.55,1,,2.5
1131990,1312450,ONR,B148,7/19/2008,5:01:00,2.1,25.64,318,8.66,9.6,0.8,,2.3
1131991,1312451,ONR,B148,7/19/2008,7:01:00,2.1,25.43,319,8.62,9.39,0.8,,1.9
1131992,1312452,ONR,B148,7/19/2008,9:01:00,2.1,25.41,319,8.6,9.18,1,,1.6
1132773,1313193,ONR,B148,7/19/2008,11:01:00,2.1,25.34,320,8.51,8.58,1.1,,0.9
1132774,1313194,ONR,B148,7/19/2008,13:01:00,2,25.62,319,8.58,8.89,1.5,,1.5
1132775,1313195,ONR,B148,7/19/2008,15:01:00,2.1,25.57,320,8.53,8.47,1.3,,1.9
1132776,1313196,ONR,B148,7/19/2008,17:01:00,2.1,25.94,318,8.67,9.1,1,,1.4
1132777,1313197,ONR,B148,7/19/2008,19:01:00,2,25.95,319,8.59,8.53,1.1,,2.4
1132778,1313198,ONR,B148,7/19/2008,21:01:00,2,25.73,319,8.54,8.34,1,,2.6
1132779,1313199,ONR,B148,7/19/2008,23:01:00,2.1,25.48,320,8.49,7.94,0.8,,2.5
1132780,1313200,ONR,B148,7/20/2008,1:01:00,2.1,25.29,321,8.39,7.37,0.9,,2.2
1132781,1313201,ONR,B148,7/20/2008,3:01:00,2.1,25.12,320,8.42,7.41,1.2,,2.6
1132782,1313202,ONR,B148,7/20/2008,5:01:00,2,25.09,321,8.39,7.28,1,,2.7
1132783,1313203,ONR,B148,7/20/2008,7:01:00,2,24.82,321,8.22,6.93,1.2,,2.6
1132784,1313204,ONR,B148,7/20/2008,9:01:00,2,24.93,320,8.39,7.34,1,,1.4
1134167,1314986,ONR,B148,7/20/2008,11:01:00,2,24.44,322,8.14,6.46,1.7,,2.1
1134168,1314987,ONR,B148,7/20/2008,13:01:00,2,24.65,321,8.26,7.01,1.6,,2.1
1134169,1314988,ONR,B148,7/20/2008,15:01:00,2,24.9,320,8.33,7,2.7,,2.6
1134170,1314989,ONR,B148,7/20/2008,17:01:00,2.1,24.98,320,8.32,6.95,1.6,,2.4
1134171,1314990,ONR,B148,7/20/2008,19:01:00,2,24.95,320,8.34,6.83,1.5,,2.1
1134172,1314991,ONR,B148,7/20/2008,21:01:00,2,24.95,319,8.35,6.76,1.4,,1.9
1134173,1314992,ONR,B148,7/20/2008,23:01:00,2,24.91,320,8.33,6.55,0.8,,1.9
1134174,1314993,ONR,B148,7/21/2008,1:01:00,2,24.95,318,8.39,6.57,3.7,,2.4
1134175,1314994,ONR,B148,7/21/2008,3:01:00,2,24.87,319,8.35,6.49,6.2,,1.9
1134176,1314995,ONR,B148,7/21/2008,5:01:00,2,24.76,319,8.3,6.19,0.9,,3
1134177,1314996,ONR,B148,7/21/2008,7:01:00,2,24.68,320,8.25,6.12,1.2,,1.8
1134178,1314997,ONR,B148,7/21/2008,9:01:00,2,24.62,321,8.17,6.01,1.3,,1.6
1134179,1314998,ONR,B148,7/21/2008,11:01:00,2.1,24.63,321,8.14,6.2,1.4,,2
1134180,1314999,ONR,B148,7/21/2008,13:01:00,2,24.78,321,8.21,6.46,0.9,,2.8
1134181,1315000,ONR,B148,7/21/2008,15:01:00,2.1,24.82,321,8.26,6.52,1.4,,1.9
1134182,1315001,ONR,B148,7/21/2008,17:01:00,2,24.93,321,8.31,6.61,1.2,,3.5
1134183,1315002,ONR,B148,7/21/2008,19:01:00,2,25.05,321,8.32,6.47,1,,3.1
1134184,1315003,ONR,B148,7/21/2008,21:01:00,2,25.28,320,8.47,6.58,2.2,,2.9
1134185,1315004,ONR,B148,7/21/2008,23:01:00,2,25.14,321,8.47,6.57,0.8,,3.6
1134186,1315005,ONR,B148,7/22/2008,1:01:00,2,24.92,322,8.26,6.13,1.6,,3.8
1134187,1315006,ONR,B148,7/22/2008,3:01:00,2,24.84,321,8.3,6.15,2.8,,3.4
1134188,1315007,ONR,B148,7/22/2008,5:01:00,2,24.73,322,8.24,6.01,1.4,,2.7
1134189,1315008,ONR,B148,7/22/2008,7:01:00,2.1,24.6,322,8.16,6.06,1.1,,2.1
1134190,1315009,ONR,B148,7/22/2008,9:01:00,2.1,24.55,322,8.14,6.23,1.3,,3
1134983,1315815,ONR,B148,7/22/2008,11:01:00,2,24.57,322,8.14,6.49,1.2,,2.6
1134984,1315816,ONR,B148,7/22/2008,13:01:00,2,24.77,322,8.22,6.55,1,,2.7
1134985,1315817,ONR,B148,7/22/2008,15:01:00,2,24.9,321,8.32,6.51,1.1,,2.5
1134986,1315818,ONR,B148,7/22/2008,17:01:00,2,24.91,321,8.35,6.17,2,,2.4
1134987,1315819,ONR,B148,7/22/2008,19:01:00,2.1,25.12,320,8.47,6.29,1.1,,2.9
1134988,1315820,ONR,B148,7/22/2008,21:01:00,2,25.03,320,8.47,5.92,1,,4.5
1134989,1315821,ONR,B148,7/22/2008,23:01:00,2,24.99,320,8.47,5.78,1.1,,3.4
1134990,1315822,ONR,B148,7/23/2008,1:01:00,2.1,24.93,320,8.45,5.61,1.5,,3.7
1134991,1315823,ONR,B148,7/23/2008,3:01:00,2.1,24.84,320,8.42,5.52,1,,3.3
1134992,1315824,ONR,B148,7/23/2008,5:01:00,2,24.53,316,8.37,5.43,1.3,,2.3
1134993,1315825,ONR,B148,7/23/2008,7:01:00,2,24.31,316,8.37,5.44,4.4,,2.5
1134994,1315826,ONR,B148,7/23/2008,9:01:00,2.1,24.34,315,8.35,5.36,2,,2.9
1135634,1316800,ONR,B148,7/23/2008,11:01:00,2.1,24.3,318,8.29,5.33,1.6,,3.5
1135635,1316801,ONR,B148,7/23/2008,13:01:00,2.1,24.3,317,8.27,5.41,3.1,,2
1135636,1316802,ONR,B148,7/23/2008,15:01:00,2,24.38,318,8.28,5.48,1.2,,2
1135637,1316803,ONR,B148,7/23/2008,17:01:00,2,24.42,317,8.3,5.61,1.3,,2.9
1135638,1316804,ONR,B148,7/23/2008,19:01:00,2,24.44,317,8.32,5.53,1.6,,2.5
1135639,1316805,ONR,B148,7/23/2008,21:01:00,2.1,24.41,317,8.35,5.5,5.3,,3.3
