time_id,data_id,system.code,station.code,date,time,depth (m),T (C),SC (uS/cm),pH,DOx (mg/L),Tn (NTU),ORP (mV),Chl (ug/L)
1211874,1397744,ONR,B148,9/7/2008,11:01:00,2.2,22.92,314,8.1,7.67,1.3,,1.3
1211875,1397745,ONR,B148,9/7/2008,13:01:00,2.1,23,314,8.16,7.84,1.1,,2
1211876,1397746,ONR,B148,9/7/2008,15:01:00,2.1,23.15,314,8.18,8,0.9,,2.1
1211877,1397747,ONR,B148,9/7/2008,17:01:00,2.2,23.16,314,8.24,8.18,1,,1.7
1211878,1397748,ONR,B148,9/7/2008,19:01:00,2.2,23.09,314,8.22,8.26,0.8,,2.3
1211879,1397749,ONR,B148,9/7/2008,21:01:00,2.2,23.02,314,8.17,8.12,1.1,,1.2
1211880,1397750,ONR,B148,9/7/2008,23:01:00,2.2,22.94,314,8.12,8.04,1.1,,1.3
1211881,1397751,ONR,B148,9/8/2008,1:01:00,2.2,22.8,314,8.16,8.05,1.6,,1.6
1211882,1397752,ONR,B148,9/8/2008,3:01:00,2.2,22.66,314,8.18,8.04,1.8,,1.9
1211883,1397753,ONR,B148,9/8/2008,5:01:00,2.2,22.51,314,8.1,7.82,3.1,,2.9
1211884,1397754,ONR,B148,9/8/2008,7:01:00,2.2,22.37,314,8.08,7.67,4.8,,2.2
1211885,1397755,ONR,B148,9/8/2008,9:01:00,2.2,22.27,315,8.03,7.4,2.1,,1.3
1211886,1397756,ONR,B148,9/8/2008,11:01:00,2.2,22.31,315,8.03,7.53,1.1,,1.5
1211887,1397757,ONR,B148,9/8/2008,13:01:00,2.2,22.39,315,8.1,7.77,4.2,,1
1211888,1397758,ONR,B148,9/8/2008,15:01:00,2.2,22.67,314,8.18,8.06,0.9,,1.8
1211889,1397759,ONR,B148,9/8/2008,17:01:00,2.2,22.84,314,8.26,8.31,1.2,,0.8
1211890,1397760,ONR,B148,9/8/2008,19:01:00,2.2,22.81,314,8.28,8.43,0.9,,2.1
1211891,1397761,ONR,B148,9/8/2008,21:01:00,2.2,22.74,314,8.27,8.34,0.8,,2.3
1211892,1397762,ONR,B148,9/8/2008,23:01:00,2.2,22.65,314,8.24,8.22,1.5,,2.4
1211893,1397763,ONR,B148,9/9/2008,1:01:00,2.2,22.6,314,8.13,7.91,1,,1.4
1211894,1397764,ONR,B148,9/9/2008,3:01:00,2.1,22.53,314,8.16,8.09,1.5,,2.2
1211895,1397765,ONR,B148,9/9/2008,5:01:00,2.1,22.48,314,8.12,8.02,1,,1.7
1211896,1397766,ONR,B148,9/9/2008,7:01:00,2.1,22.41,314,8.13,7.86,0.9,,1.6
1211897,1397767,ONR,B148,9/9/2008,9:01:00,2.1,22.34,314,8.14,7.91,1.2,,1.9
1211898,1397768,ONR,B148,9/9/2008,11:01:00,2.2,22.27,314,8.16,7.98,1.9,,2
1211899,1397769,ONR,B148,9/9/2008,13:01:00,2.1,22.21,314,8.16,7.98,1.7,,1.5
1211900,1397770,ONR,B148,9/9/2008,15:01:00,2.1,22.24,314,8.17,7.91,1.3,,1.9
1211901,1397771,ONR,B148,9/9/2008,17:01:00,2.1,22.3,314,8.14,7.96,1.9,,1.8
1211902,1397772,ONR,B148,9/9/2008,19:01:00,2.1,22.21,314,8.21,8.01,2.1,,2
1211903,1397773,ONR,B148,9/9/2008,21:01:00,2.2,22.09,314,8.13,8,1.8,,1.3
1211904,1397774,ONR,B148,9/9/2008,23:01:00,2.1,21.96,314,8.1,7.69,2.2,,1.9
1211905,1397775,ONR,B148,9/10/2008,1:01:00,2.2,21.85,315,8.1,7.84,2,,1.3
1211906,1397776,ONR,B148,9/10/2008,3:01:00,2.2,21.77,314,8.07,7.76,0.9,,1.6
1211907,1397777,ONR,B148,9/10/2008,5:01:00,2.2,21.66,314,8.05,7.74,1.8,,1.7
1211908,1397778,ONR,B148,9/10/2008,7:01:00,2.2,21.53,314,8.04,7.63,2.1,,1.8
1211909,1397779,ONR,B148,9/10/2008,9:01:00,2.2,21.44,315,8.05,7.64,2,,1.7
1211910,1397780,ONR,B148,9/10/2008,11:01:00,2.3,21.55,316,8.06,7.71,1.5,,1
1211911,1397781,ONR,B148,9/10/2008,13:01:00,2.2,21.6,315,8.07,7.81,0.9,,1.7
1211912,1397782,ONR,B148,9/10/2008,15:01:00,2.2,21.67,314,8.08,7.93,1.1,,1.6
1211913,1397783,ONR,B148,9/10/2008,17:01:00,2.2,21.77,314,8.14,8.05,1.3,,1.6
1211914,1397784,ONR,B148,9/10/2008,19:01:00,2.2,21.77,315,8.08,7.64,1.3,,0.5
1211915,1397785,ONR,B148,9/10/2008,21:01:00,2.3,21.81,315,8.1,7.51,0.8,,0.8
1211916,1397786,ONR,B148,9/10/2008,23:01:00,2.3,21.7,315,8.1,8.05,1.4,,1.7
1211917,1397787,ONR,B148,9/11/2008,1:01:00,2.3,21.55,316,8.09,7.96,1.1,,2
1211918,1397788,ONR,B148,9/11/2008,3:01:00,2.3,21.41,315,8.02,7.75,1.2,,1.2
1211919,1397789,ONR,B148,9/11/2008,5:01:00,2.3,21.27,316,8,7.62,0.5,,1.5
1211920,1397790,ONR,B148,9/11/2008,7:01:00,2.3,21.12,316,8.04,7.73,1.1,,2.2
1211921,1397791,ONR,B148,9/11/2008,9:01:00,2.3,21.02,315,8.09,7.98,1.5,,1.1
1211922,1397792,ONR,B148,9/11/2008,13:01:00,2.3,21.14,315,8.14,8.26,0.8,,1.3
1211923,1397793,ONR,B148,9/11/2008,15:01:00,2.3,21.21,315,8.18,8.38,1.4,,2.4
1211924,1397794,ONR,B148,9/11/2008,17:01:00,2.3,21.34,315,8.22,8.45,1.1,,1.4
1211925,1397795,ONR,B148,9/11/2008,19:01:00,2.2,21.36,314,8.22,8.52,2.1,,1.5
1211926,1397796,ONR,B148,9/11/2008,21:01:00,2.2,21.32,315,8.22,8.42,1.2,,1.7
1211927,1397797,ONR,B148,9/11/2008,23:01:00,2.2,21.26,315,8.21,8.37,1,,1.3
1211928,1397798,ONR,B148,9/12/2008,1:01:00,2.2,21.18,314,8.24,8.42,0.6,,1.3
1211929,1397799,ONR,B148,9/12/2008,3:01:00,2.2,21.1,315,8.24,8.47,0.9,,1.4
1211930,1397800,ONR,B148,9/12/2008,5:01:00,2.2,21.02,315,8.31,8.52,1.2,,1.7
1211931,1397801,ONR,B148,9/12/2008,7:01:00,2.2,20.96,314,8.3,8.6,1.2,,1.7
1211932,1397802,ONR,B148,9/12/2008,9:01:00,2.2,20.96,315,8.12,7.94,3.3,,2.4
1211933,1397803,ONR,B148,9/12/2008,11:01:00,2.2,20.97,315,8.18,8.43,1.6,,1.9
1211934,1397804,ONR,B148,9/12/2008,13:01:00,2.2,21.02,314,8.25,8.64,1.1,,2
1211935,1397805,ONR,B148,9/12/2008,15:01:00,2.1,21.02,314,8.27,8.68,0.9,,1.2
1211936,1397806,ONR,B148,9/12/2008,17:01:00,2.1,21.01,314,8.27,8.54,1.1,,1.8
1211937,1397807,ONR,B148,9/12/2008,19:01:00,2.1,20.98,313,8.3,8.67,4.6,,1.6
1211938,1397808,ONR,B148,9/12/2008,21:01:00,2.1,20.98,313,8.29,8.56,1.5,,2.1
1211939,1397809,ONR,B148,9/12/2008,23:01:00,2.1,20.96,313,8.17,8.31,0.9,,1.4
1211940,1397810,ONR,B148,9/13/2008,1:01:00,2.1,20.94,314,8.2,8.43,1.3,,1.7
1211941,1397811,ONR,B148,9/13/2008,3:01:00,2.1,20.92,314,8.2,8.29,16.6,,1.6
1211942,1397812,ONR,B148,9/13/2008,5:01:00,2.1,20.9,314,8.16,8.32,2,,2.3
1211943,1397813,ONR,B148,9/13/2008,7:01:00,2.1,20.88,314,8.13,8.17,1.1,,0.9
1211944,1397814,ONR,B148,9/13/2008,9:01:00,2.1,20.87,314,8.07,8.02,0.9,,1
1211945,1397815,ONR,B148,9/13/2008,11:01:00,2.1,20.9,315,8.03,7.93,1.3,,1.5
1211946,1397816,ONR,B148,9/13/2008,13:01:00,2.1,20.98,316,7.98,7.74,0.8,,0.3
1211947,1397817,ONR,B148,9/13/2008,15:01:00,2.1,21.06,316,8.03,7.89,0.9,,1.3
1211948,1397818,ONR,B148,9/13/2008,17:01:00,2.1,21.18,315,8.06,8.1,1,,2.3
1211949,1397819,ONR,B148,9/13/2008,19:01:00,2.1,21.3,315,8.1,8.18,2.7,,1.4
1211950,1397820,ONR,B148,9/13/2008,21:01:00,2.1,21.21,316,8.01,7.89,0.9,,2
1211951,1397821,ONR,B148,9/13/2008,23:01:00,2.1,21.28,315,8.06,8.25,0.9,,1.3
1211952,1397822,ONR,B148,9/14/2008,1:01:00,2.1,21.34,315,8.08,7.99,1.2,,0.6
1211953,1397823,ONR,B148,9/14/2008,3:01:00,2.1,21.47,315,8.1,8.35,0.8,,1.5
1211954,1397824,ONR,B148,9/14/2008,5:01:00,2.1,21.44,315,8.05,8.35,1.9,,1.5
1211955,1397825,ONR,B148,9/14/2008,7:01:00,2.1,21.48,315,8.04,8.1,1.4,,1.7
1211956,1397826,ONR,B148,9/14/2008,9:01:00,2.1,21.5,314,8.09,8.07,0.9,,1.1
1211957,1397827,ONR,B148,9/14/2008,11:01:00,2,21.45,314,8.05,8.26,1.6,,1.2
1211958,1397828,ONR,B148,9/14/2008,13:01:00,2.1,21.52,313,8.07,8.26,2.5,,1.6
1211959,1397829,ONR,B148,9/14/2008,15:01:00,2.1,21.91,313,8.24,8.84,1.4,,1.7
1211960,1397830,ONR,B148,9/14/2008,17:01:00,2,21.97,313,8.24,8.8,0.8,,1.2
1211961,1397831,ONR,B148,9/14/2008,19:01:00,2,22.41,312,8.32,8.96,1.8,,1.6
1211962,1397832,ONR,B148,9/14/2008,21:01:00,2,21.77,311,8.18,8.53,1.5,,1.4
1211963,1397833,ONR,B148,9/14/2008,23:01:00,2,21.81,310,8.24,8.66,1.2,,2
1211964,1397834,ONR,B148,9/15/2008,1:01:00,1.9,22.29,312,8.32,8.75,0.9,,2.2
1211965,1397835,ONR,B148,9/15/2008,3:01:00,1.7,22.3,312,8.34,8.83,11.9,,2.4
1211966,1397836,ONR,B148,9/15/2008,5:01:00,1.9,22.16,312,8.33,8.68,3.5,,2.2
1211967,1397837,ONR,B148,9/15/2008,7:01:00,2,21.96,312,8.28,8.52,5.3,,6
1211968,1397838,ONR,B148,9/15/2008,9:01:00,2.1,21.82,312,8.2,8.29,1.3,,0.9
1211969,1397839,ONR,B148,9/15/2008,11:01:00,2.1,21.75,311,8.21,8.33,1.7,,1.5
1211970,1397840,ONR,B148,9/15/2008,13:01:00,2.1,21.75,312,8.22,8.38,1.9,,1.8
1211971,1397841,ONR,B148,9/15/2008,15:01:00,2.1,21.64,311,8.22,8.39,1.1,,1.8
1211972,1397842,ONR,B148,9/15/2008,17:01:00,2.1,21.43,310,8.29,8.57,1,,2
1211973,1397843,ONR,B148,9/15/2008,19:01:00,2.2,21.35,311,8.26,8.5,1,,1.3
1211974,1397844,ONR,B148,9/15/2008,21:01:00,2.2,21.27,311,8.2,8.42,1,,1.7
1211975,1397845,ONR,B148,9/15/2008,23:01:00,2.2,21.17,311,8.18,8.29,1.4,,0.9
1211976,1397846,ONR,B148,9/16/2008,1:01:00,2.2,21.11,312,8.18,8.14,1.5,,2
1211977,1397847,ONR,B148,9/16/2008,3:01:00,2.2,21,312,8.12,8.2,1.4,,2.2
1211978,1397848,ONR,B148,9/16/2008,5:01:00,2.2,20.84,312,8.09,8.06,1.7,,2.1
1211979,1397849,ONR,B148,9/16/2008,7:01:00,2.2,20.72,313,8.04,7.99,1.3,,2.1
1211980,1397850,ONR,B148,9/16/2008,9:01:00,2.2,20.63,313,8.08,8.05,1.7,,1.9
1211981,1397851,ONR,B148,9/16/2008,11:01:00,2.3,20.66,313,8.13,8.2,1.5,,1.8
1211982,1397852,ONR,B148,9/16/2008,13:01:00,2.1,20.71,313,8.07,8.76,82.4,,8.1
1211983,1397853,ONR,B148,9/16/2008,15:01:00,2.1,20.78,312,8.24,8.3,1.1,,1.7
1211984,1397854,ONR,B148,9/16/2008,17:01:00,2.1,20.83,312,8.29,8.39,1.3,,1.9
1211985,1397855,ONR,B148,9/16/2008,19:01:00,2.1,20.84,312,8.38,8.82,1.7,,2
1211986,1397856,ONR,B148,9/16/2008,21:01:00,2.2,20.72,311,8.35,8.67,1.2,,1.7
1211987,1397857,ONR,B148,9/16/2008,23:01:00,2.2,20.64,311,8.35,8.68,1.5,,1.9
1211988,1397858,ONR,B148,9/17/2008,1:01:00,2.2,20.48,312,8.35,8.67,2.2,,1
1211989,1397859,ONR,B148,9/17/2008,3:01:00,2.2,20.32,312,8.31,8.55,1.7,,1.9
1211990,1397860,ONR,B148,9/17/2008,5:01:00,2.2,20.17,312,8.27,8.39,1.2,,1.2
1211991,1397861,ONR,B148,9/17/2008,7:01:00,2.2,20.05,312,8.24,8.33,0.9,,3.6
1211992,1397862,ONR,B148,9/17/2008,9:01:00,2.2,19.93,312,8.27,8.38,1.7,,2
1211993,1397863,ONR,B148,9/17/2008,11:01:00,2.1,20.07,312,8.24,8.32,0.8,,1.6
1211994,1397864,ONR,B148,9/17/2008,13:01:00,2.1,20.25,312,8.34,8.71,1.4,,1.4
1211995,1397865,ONR,B148,9/17/2008,15:01:00,2.1,20.36,312,8.34,8.71,0.7,,1.2
1211996,1397866,ONR,B148,9/17/2008,17:01:00,2.1,20.46,312,8.31,8.66,1.2,,1.8
1211997,1397867,ONR,B148,9/17/2008,19:01:00,2.1,20.59,312,8.34,8.74,0.7,,1.8
1211998,1397868,ONR,B148,9/17/2008,21:01:00,2.1,20.8,312,8.39,8.93,0.8,,1.4
1211999,1397869,ONR,B148,9/17/2008,23:01:00,2.1,20.8,312,8.33,8.82,0.9,,2.2
1212000,1397870,ONR,B148,9/18/2008,1:01:00,2.1,20.7,312,8.33,8.68,0.6,,1.7
1212001,1397871,ONR,B148,9/18/2008,3:01:00,2.1,20.6,312,8.32,8.8,1.1,,2.1
1212002,1397872,ONR,B148,9/18/2008,5:01:00,2.1,20.48,312,8.35,8.88,0.9,,1.6
1212003,1397873,ONR,B148,9/18/2008,7:01:00,2.2,20.36,312,8.29,8.68,1.3,,1.6
1212004,1397874,ONR,B148,9/18/2008,9:01:00,2.2,20.22,312,8.27,8.57,1.1,,1.7
1212005,1397875,ONR,B148,9/18/2008,11:01:00,2.2,20.26,312,8.31,8.75,1.6,,0.9
1212006,1397876,ONR,B148,9/18/2008,13:01:00,2.2,20.35,312,8.34,8.89,0.9,,1.2
1212007,1397877,ONR,B148,9/18/2008,15:01:00,2.2,20.37,312,8.33,8.85,1.2,,0.6
1212008,1397878,ONR,B148,9/18/2008,17:01:00,2.2,20.45,312,8.35,8.93,1.6,,1.2
1212009,1397879,ONR,B148,9/18/2008,19:01:00,2.2,20.5,312,8.42,9.26,0.6,,0.9
1212010,1397880,ONR,B148,9/18/2008,21:01:00,2.2,20.35,312,8.43,9.31,0.9,,1.6
1212011,1397881,ONR,B148,9/18/2008,23:01:00,2.2,20.18,313,8.42,9.21,0.8,,0.7
1212012,1397882,ONR,B148,9/19/2008,1:01:00,2.2,20.04,313,8.41,9.21,0.9,,1.7
1212013,1397883,ONR,B148,9/19/2008,3:01:00,2.2,19.87,313,8.41,9.18,2.2,,1.4
1212014,1397884,ONR,B148,9/19/2008,5:01:00,2.2,19.68,313,8.35,8.97,1,,1.2
1212015,1397885,ONR,B148,9/19/2008,7:01:00,2.3,19.52,313,8.34,8.93,1.1,,1.6
1212016,1397886,ONR,B148,9/19/2008,9:01:00,2.3,19.44,313,8.33,8.89,1.4,,0.6
1212017,1397887,ONR,B148,9/19/2008,11:01:00,2.2,19.47,313,8.35,8.96,1.2,,1.3
1212018,1397888,ONR,B148,9/19/2008,13:01:00,2.2,19.53,312,8.35,8.95,1,,1.6
1212019,1397889,ONR,B148,9/19/2008,15:01:00,2.2,19.58,313,8.32,8.87,0.6,,1.2
1212020,1397890,ONR,B148,9/19/2008,17:01:00,2.2,19.68,312,8.39,9.16,2.5,,1.7
1212021,1397891,ONR,B148,9/19/2008,19:01:00,2.2,19.76,312,8.42,9.3,0.7,,1
1212022,1397892,ONR,B148,9/19/2008,21:01:00,2.2,19.69,312,8.46,9.47,1.2,,1.5
1212023,1397893,ONR,B148,9/19/2008,23:01:00,2.2,19.6,312,8.45,9.41,1.8,,0.8
1212024,1397894,ONR,B148,9/20/2008,1:01:00,2.2,19.47,312,8.41,9.22,0.9,,1.9
1212025,1397895,ONR,B148,9/20/2008,3:01:00,2.2,19.38,312,8.43,9.38,0.9,,1
1212026,1397896,ONR,B148,9/20/2008,5:01:00,2.2,19.28,312,8.43,9.38,1.2,,1.3
1212027,1397897,ONR,B148,9/20/2008,7:01:00,2.2,19.15,312,8.42,9.22,1.3,,1.7
1212028,1397898,ONR,B148,9/20/2008,9:01:00,2.2,19.01,312,8.37,9,1,,1.7
1212029,1397899,ONR,B148,9/20/2008,11:01:00,2.2,19,312,8.43,9.2,1.6,,1.3
1212030,1397900,ONR,B148,9/20/2008,13:01:00,2.1,19.02,311,8.43,9.22,1.7,,1.2
1212031,1397901,ONR,B148,9/20/2008,15:01:00,2.1,19.15,311,8.46,9.39,1,,1.1
1212032,1397902,ONR,B148,9/20/2008,17:01:00,2.1,19.25,311,8.47,9.46,0.9,,1.8
1212033,1397903,ONR,B148,9/20/2008,19:01:00,2.1,19.33,311,8.47,9.47,0.7,,1
1212034,1397904,ONR,B148,9/20/2008,21:01:00,2.1,19.32,311,8.49,9.6,1,,1.7
1212035,1397905,ONR,B148,9/20/2008,23:01:00,2.1,19.29,311,8.49,9.6,1.2,,1.7
1212036,1397906,ONR,B148,9/21/2008,1:01:00,2.1,19.27,312,8.46,9.51,1.3,,1.1
1212037,1397907,ONR,B148,9/21/2008,3:01:00,2.1,19.25,311,8.43,9.5,0.9,,1.3
1212038,1397908,ONR,B148,9/21/2008,5:01:00,2.1,19.2,311,8.41,9.38,1.3,,1
1212039,1397909,ONR,B148,9/21/2008,7:01:00,2.1,19.13,311,8.35,9.17,0.8,,1.8
1212040,1397910,ONR,B148,9/21/2008,9:01:00,2.1,19.11,311,8.35,9.05,1.1,,0.8
1212041,1397911,ONR,B148,9/21/2008,11:01:00,2.1,19.1,311,8.38,9.18,0.8,,1.3
1212042,1397912,ONR,B148,9/21/2008,13:01:00,2.1,19.11,311,8.38,9.22,1.4,,1.6
1212043,1397913,ONR,B148,9/21/2008,15:01:00,2.1,19.13,311,8.37,9.14,0.9,,1
1212044,1397914,ONR,B148,9/21/2008,17:01:00,2.2,19.13,311,8.39,9.28,1.2,,2.1
1212045,1397915,ONR,B148,9/21/2008,19:01:00,2.2,19.09,311,8.39,9.29,2.2,,2.1
1212046,1397916,ONR,B148,9/21/2008,21:01:00,2.2,18.99,311,8.37,9.22,2.1,,1.4
1212047,1397917,ONR,B148,9/21/2008,23:01:00,2.2,18.91,311,8.35,9.18,2.4,,1.9
1212048,1397918,ONR,B148,9/22/2008,1:01:00,2.2,18.85,311,8.31,9.04,1.2,,2
1212049,1397919,ONR,B148,9/22/2008,3:01:00,2.2,18.72,312,8.29,8.93,2.4,,0.7
1212050,1397920,ONR,B148,9/22/2008,5:01:00,2.2,18.62,312,8.21,8.68,1.2,,1.1
1212051,1397921,ONR,B148,9/22/2008,7:01:00,2.2,18.47,312,8.2,8.7,1.1,,1.4
1212052,1397922,ONR,B148,9/22/2008,9:01:00,2.2,18.37,312,8.2,8.68,1.3,,2.2
1212053,1397923,ONR,B148,9/22/2008,11:01:00,2.2,18.5,312,8.2,8.72,0.8,,1.2
1212054,1397924,ONR,B148,9/22/2008,13:01:00,2.2,18.62,312,8.22,8.79,1.8,,1.5
1212055,1397925,ONR,B148,9/22/2008,15:01:00,2.2,18.76,313,8.26,8.95,0.8,,1.1
1212056,1397926,ONR,B148,9/22/2008,17:01:00,2.2,18.97,312,8.26,8.97,0.7,,1.4
1212057,1397927,ONR,B148,9/22/2008,19:01:00,2.2,19.02,312,8.37,9.39,1.2,,1.6
1212058,1397928,ONR,B148,9/22/2008,21:01:00,2.2,19.07,312,8.35,9.34,1.2,,0.8
1212059,1397929,ONR,B148,9/22/2008,23:01:00,2.2,18.94,312,8.32,9.18,0.7,,1.2
1212060,1397930,ONR,B148,9/23/2008,1:01:00,2.2,18.81,312,8.32,9.14,1.1,,2.3
1212061,1397931,ONR,B148,9/23/2008,3:01:00,2.2,18.67,312,8.29,9.05,1.2,,0.5
1212062,1397932,ONR,B148,9/23/2008,5:01:00,2.2,18.54,313,8.26,8.96,1,,1.2
1212063,1397933,ONR,B148,9/23/2008,7:01:00,2.2,18.41,312,8.25,8.93,0.7,,1.3
1212064,1397934,ONR,B148,9/23/2008,9:01:00,2.2,18.31,313,8.27,8.93,1,,1.4
1212065,1397935,ONR,B148,9/23/2008,11:01:00,2.2,18.31,312,8.27,8.99,0.8,,1.7
1212066,1397936,ONR,B148,9/23/2008,13:01:00,2.2,18.41,312,8.33,9.18,1.1,,1.6
1212067,1397937,ONR,B148,9/23/2008,15:01:00,2.2,18.61,312,8.34,9.28,1.3,,0.8
1212068,1397938,ONR,B148,9/23/2008,17:01:00,2.2,18.63,313,8.38,9.38,1,,0.9
1212069,1397939,ONR,B148,9/23/2008,19:01:00,2.2,18.69,313,8.38,9.32,0.8,,0.8
1212070,1397940,ONR,B148,9/23/2008,21:01:00,2.2,18.98,312,8.39,9.52,0.7,,1.1
1212071,1397941,ONR,B148,9/23/2008,23:01:00,2.2,18.87,313,8.37,9.39,0.6,,1.2
1212072,1397942,ONR,B148,9/24/2008,1:01:00,2.2,18.74,312,8.37,9.47,0.8,,1.1
1212073,1397943,ONR,B148,9/24/2008,3:01:00,2.2,18.63,313,8.3,9.21,1.4,,1
1212074,1397944,ONR,B148,9/24/2008,5:01:00,2.2,18.51,313,8.32,9.22,1.3,,1.1
1212075,1397945,ONR,B148,9/24/2008,7:01:00,2.2,18.39,316,8.31,9.22,1.8,,0.8
1212076,1397946,ONR,B148,9/24/2008,9:01:00,2.2,18.28,315,8.31,9.24,0.9,,1.4
1212077,1397947,ONR,B148,9/24/2008,11:01:00,2.2,18.34,312,8.35,9.43,1,,1.2
1212078,1397948,ONR,B148,9/24/2008,13:01:00,2.2,18.49,313,8.39,9.6,1.1,,1.1
1212079,1397949,ONR,B148,9/24/2008,15:01:00,2.2,18.62,312,8.41,9.71,0.9,,1.7
1212080,1397950,ONR,B148,9/24/2008,17:01:00,2.1,18.78,312,8.47,9.91,1.1,,0.8
1212081,1397951,ONR,B148,9/24/2008,19:01:00,2.1,18.87,312,8.42,9.71,0.6,,1.4
1212082,1397952,ONR,B148,9/24/2008,21:01:00,2.2,18.9,313,8.38,9.64,0.5,,0.9
1212083,1397953,ONR,B148,9/24/2008,23:01:00,2.2,18.91,312,8.47,10.01,2.2,,1.6
1212084,1397954,ONR,B148,9/25/2008,1:01:00,2.2,18.87,312,8.45,9.87,0.7,,2
1212085,1397955,ONR,B148,9/25/2008,3:01:00,2.2,18.91,312,8.43,9.87,1.1,,1.3
1212086,1397956,ONR,B148,9/25/2008,5:01:00,2.2,18.88,312,8.43,9.83,0.8,,1.5
1212087,1397957,ONR,B148,9/25/2008,7:01:00,2.2,18.81,315,8.41,9.74,0.8,,1.9
1212088,1397958,ONR,B148,9/25/2008,9:01:00,2.2,18.8,315,8.43,9.79,0.9,,0.6
1212089,1397959,ONR,B148,9/25/2008,11:01:00,2.2,18.84,314,8.43,9.81,1.5,,1.2
1212090,1397960,ONR,B148,9/25/2008,13:01:00,2.2,18.98,315,8.47,9.93,1,,1.3
1212091,1397961,ONR,B148,9/25/2008,15:01:00,2.2,19.04,314,8.43,9.85,0.5,,1.7
1212092,1397962,ONR,B148,9/25/2008,17:01:00,2.2,19.14,314,8.51,10.16,0.7,,1.4
1212093,1397963,ONR,B148,9/25/2008,19:01:00,2.2,19.27,312,8.5,10.05,0.6,,2.6
1212094,1397964,ONR,B148,9/25/2008,21:01:00,2.2,19.28,312,8.52,10.13,1,,1.9
1212095,1397965,ONR,B148,9/25/2008,23:01:00,2.2,19.17,313,8.53,10.09,1.3,,1.9
1212096,1397966,ONR,B148,9/26/2008,1:01:00,2.2,19.09,313,8.5,9.97,1.2,,2.3
1212097,1397967,ONR,B148,9/26/2008,3:01:00,2.2,19.02,312,8.45,9.72,0.8,,1.1
1212098,1397968,ONR,B148,9/26/2008,5:01:00,2.2,18.89,313,8.46,9.72,1,,1
1212099,1397969,ONR,B148,9/26/2008,7:01:00,2.2,18.81,312,8.43,9.64,0.8,,2.8
1212100,1397970,ONR,B148,9/26/2008,9:01:00,2.2,18.73,312,8.42,9.47,1.4,,0.9
1212101,1397971,ONR,B148,9/26/2008,11:01:00,2.2,18.69,312,8.47,9.47,1,,2
1212102,1397972,ONR,B148,9/26/2008,13:01:00,2.1,18.62,311,8.45,9.34,0.8,,1.8
1212103,1397973,ONR,B148,9/26/2008,15:01:00,2.1,18.61,311,8.47,9.47,0.9,,1.6
1212104,1397974,ONR,B148,9/26/2008,17:01:00,2.1,18.57,311,8.46,9.45,1.3,,1.7
1212105,1397975,ONR,B148,9/26/2008,19:01:00,2.1,18.48,311,8.46,9.29,1.1,,1.5
1212106,1397976,ONR,B148,9/26/2008,21:01:00,2.1,18.38,311,8.39,9.06,0.8,,1.2
1212107,1397977,ONR,B148,9/26/2008,23:01:00,2.1,18.3,311,8.39,9.03,1.4,,1.7
1212108,1397978,ONR,B148,9/27/2008,1:01:00,2.1,18.21,310,8.39,9.05,1.1,,2.1
1212109,1397979,ONR,B148,9/27/2008,3:01:00,2.1,18.19,310,8.39,9.05,1.4,,2
1212110,1397980,ONR,B148,9/27/2008,5:01:00,2.1,18.17,310,8.32,8.84,2.2,,2.2
1212111,1397981,ONR,B148,9/27/2008,7:01:00,2.1,18.1,310,8.33,8.8,2.2,,2.2
1212112,1397982,ONR,B148,9/27/2008,9:01:00,2.1,18.05,311,8.31,8.7,1,,0.9
1212113,1397983,ONR,B148,9/27/2008,11:01:00,2.1,18.02,310,8.26,8.55,1.8,,1.4
1212114,1397984,ONR,B148,9/27/2008,13:01:00,2.1,17.98,310,8.28,8.64,3,,1.3
1212115,1397985,ONR,B148,9/27/2008,15:01:00,2,18,311,8.28,8.64,2,,1.4
1212116,1397986,ONR,B148,9/27/2008,17:01:00,2.1,18.01,311,8.26,8.68,1.5,,2
1212117,1397987,ONR,B148,9/27/2008,19:01:00,2,18.02,311,8.22,8.63,1.7,,2
1212118,1397988,ONR,B148,9/27/2008,21:01:00,2,18.03,311,8.2,8.57,2.4,,2.4
1212119,1397989,ONR,B148,9/27/2008,23:01:00,2,18.03,311,8.17,8.43,1.8,,1.8
1212120,1397990,ONR,B148,9/28/2008,1:01:00,2,18.04,311,8.16,8.42,1.7,,1.2
1212121,1397991,ONR,B148,9/28/2008,3:01:00,2,18.03,311,8.14,8.39,2.4,,1.4
1212122,1397992,ONR,B148,9/28/2008,5:01:00,2,18.02,311,8.1,8.29,1.5,,2.3
1212123,1397993,ONR,B148,9/28/2008,7:01:00,2,18.02,312,8.06,8.05,1.5,,1.6
1212124,1397994,ONR,B148,9/28/2008,9:01:00,2,18.04,312,8.02,7.91,1.5,,0.8
1212125,1397995,ONR,B148,9/28/2008,11:01:00,2,18.12,312,8.06,8.13,1.1,,2.1
1212126,1397996,ONR,B148,9/28/2008,13:01:00,2,18.27,312,8.1,8.42,1.3,,1.6
1212127,1397997,ONR,B148,9/28/2008,15:01:00,2,18.43,312,8.14,8.66,1,,1.2
1212128,1397998,ONR,B148,9/28/2008,17:01:00,2,18.42,313,8.12,8.52,1.2,,2
1212129,1397999,ONR,B148,9/28/2008,19:01:00,2,18.44,312,8.22,8.92,1.3,,2.1
