Group,Site.Name,Latitude,Longitude,Date,Time,Rain.mm,Temp,RH,WindSpeed.ms,GustSpeed.ms,WindDirection.theta,WindDirection
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,12:16:00,0,12.196,82.971,2.01,5.54,289.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,12:31:00,0,12.368,80.851,2.01,7.05,287.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,12:46:00,0,12.303,80.92,2.01,6.04,299,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,13:01:00,0,12.025,82.39,2.01,7.55,280.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,13:16:00,0,12.325,80.87,2.01,6.04,273.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,13:31:00,0,12.067,81.36,2.01,7.05,263.9,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,13:46:00,0,11.596,84.965,2.01,5.03,285,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,14:01:00,0,11.638,86.847,2.01,6.04,258.3,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,14:16:00,0,12.239,84.572,1.51,5.54,275.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,14:31:00,0,12.239,84.971,1.51,6.04,276.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,14:46:00,0,12.282,84.508,2.52,7.55,271,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,15:01:00,0,12.196,84.688,2.01,6.04,278,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,15:16:00,0,11.81,88.176,2.52,5.54,258.3,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,15:31:00,0,11.51,90.303,2.52,7.05,261.1,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,15:46:00,0,11.381,91.769,2.52,6.54,262.5,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,16:01:00,0,11.403,90.565,2.52,6.54,262.5,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,16:16:00,0,11.617,88.45,2.01,5.54,275.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,16:31:00,0,11.746,86.851,2.52,7.05,273.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,16:46:00,0,11.703,86.705,3.02,8.56,287.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,17:01:00,0,11.467,88.243,2.01,6.54,279.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,17:16:00,0,11.36,88.33,2.52,5.03,271,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,17:31:00,0,11.252,88.812,2.01,6.04,278,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,17:46:00,0,11.252,87.874,2.01,8.05,282.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,18:01:00,0,11.467,85.899,2.52,6.04,268.1,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,18:16:00,0,11.295,87.16,2.01,6.54,268.1,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,18:31:00,0,11.231,87.398,2.52,6.54,273.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,18:46:00,0,11.252,86.981,2.52,9.06,272.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,19:01:00,0,11.145,87.163,2.01,6.54,282.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,19:16:00,0,11.102,85.914,2.52,8.05,282.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,19:31:00,0,11.188,85.661,2.01,6.54,275.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,19:46:00,0,11.059,85.977,2.01,6.54,276.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,20:01:00,0,10.63,89.145,2.01,8.56,271,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,20:16:00,0,10.437,90.037,2.52,8.05,276.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,20:31:00,0,10.201,91.554,2.01,7.05,279.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,20:46:00,0,10.073,92.387,1.51,6.04,271,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,21:01:00,0,9.966,92.694,2.01,6.04,269.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,21:16:00,0.2,9.837,93.564,2.01,6.04,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,21:31:00,0,9.687,92.328,2.52,8.05,307.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,21:46:00,0,9.579,90.935,3.02,8.05,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,22:01:00,0,9.429,91.475,2.52,8.05,303.2,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,22:16:00,0,9.279,91.965,2.01,6.04,299,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,22:31:00,0,9.108,93.329,2.52,7.05,303.2,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,22:46:00,0.2,9.065,92.534,2.52,6.04,303.2,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,23:01:00,0,8.893,92.41,1.51,5.03,306.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,23:16:00,0,8.743,91.502,2.52,6.54,310.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,23:31:00,0,8.571,89.879,2.01,7.05,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/21/2023,23:46:00,0,8.443,90.774,2.01,5.54,289.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,0:01:00,0,8.142,92.271,1.51,4.53,296.2,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,0:16:00,0,8.25,92.044,1.51,4.53,293.4,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,0:31:00,0.2,8.078,91.836,2.01,6.04,282.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,0:46:00,0,7.907,93.887,1.51,5.03,290.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,1:01:00,0,7.864,93.237,1.51,4.53,297.6,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,1:16:00,0,7.671,93.33,1.51,4.03,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,1:31:00,0.2,7.671,90.861,2.01,5.54,301.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,1:46:00,0,7.435,92.949,1.51,4.03,299,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,2:01:00,0,7.327,94.548,1.01,3.52,283.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,2:16:00,0,7.199,94.784,1.01,4.03,299,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,2:31:00,0,7.22,92.79,2.01,5.54,294.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,2:46:00,0,7.113,92.946,1.51,6.04,297.6,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,3:01:00,0,6.984,94.791,1.51,5.54,299,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,3:16:00,0,6.92,94.414,1.51,4.03,299,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,3:31:00,0.2,6.856,94.359,2.01,6.04,308.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,3:46:00,0,6.92,93.429,2.01,5.54,308.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,4:01:00,0,6.984,92.83,2.52,5.54,308.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,4:16:00,0,6.856,93.426,2.01,5.03,307.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,4:31:00,0,6.791,93.942,2.01,5.03,308.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,4:46:00,0,6.77,95.709,1.01,4.03,311.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,5:01:00,0,6.877,95.303,1.01,4.03,311.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,5:16:00,0,6.984,94.386,1.01,5.03,311.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,5:31:00,0,7.07,92.839,1.01,3.52,303.2,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,5:46:00,0,7.134,89.439,1.51,5.03,290.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,6:01:00,0,7.156,89.036,1.51,5.03,290.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,6:16:00,0,7.113,89.49,2.01,6.04,296.2,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,6:31:00,0,6.877,91.141,1.51,4.53,282.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,6:46:00,0.2,6.598,93.234,1.51,4.53,290.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,7:01:00,0,6.598,94.368,1.01,5.03,287.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,7:16:00,0,6.727,93.628,1.01,5.03,256.9,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,7:31:00,0.2,6.77,92.651,2.01,5.54,265.3,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,7:46:00,0,6.684,92.615,1.51,5.03,259.7,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,8:01:00,0,6.641,92.569,1.51,5.03,249.9,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,8:16:00,0,6.555,93.979,1.51,4.03,262.5,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,8:31:00,0,6.577,95.334,1.01,4.03,259.7,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,8:46:00,0,6.663,94.69,0.5,3.02,256.9,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,9:01:00,0.2,6.598,94.539,1.51,5.03,273.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,9:16:00,0.2,6.555,93.805,1.51,4.53,297.6,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,9:31:00,0.2,6.727,91.942,1.51,5.03,294.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,9:46:00,0,6.834,90.523,2.01,5.03,299,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,10:01:00,0,6.856,91.371,2.01,6.04,300.4,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,10:16:00,0,6.641,92.671,2.52,6.04,308.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,10:31:00,0,6.727,91.63,2.52,5.54,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,10:46:00,0.2,7.113,89.425,2.01,7.55,310.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,11:01:00,0,7.134,87.219,2.52,8.05,299,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,11:16:00,0,7.006,87.434,2.52,7.05,314.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,11:31:00,0,6.834,88.064,3.02,8.05,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,11:46:00,0.2,6.684,91.174,2.01,6.04,314.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,12:01:00,0,6.813,89.039,2.52,6.54,311.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,12:16:00,0,6.813,87.663,2.52,7.55,307.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,12:31:00,0,7.006,85.835,2.52,6.54,308.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,12:46:00,0,6.748,84.61,3.52,8.05,318.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,13:01:00,0,6.534,85.246,4.03,7.55,317.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,13:16:00,0.2,6.405,87.639,2.52,8.56,314.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,13:31:00,0.2,6.427,85.763,3.52,8.56,315.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,13:46:00,0.2,6.212,86.949,3.52,8.56,315.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,14:01:00,0.2,6.148,88.037,3.52,8.05,317.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,14:16:00,0.2,6.405,89.11,2.52,6.54,317.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,14:31:00,0.4,6.019,89.558,3.02,7.05,303.2,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,14:46:00,0.2,5.633,88.811,3.02,7.55,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,15:01:00,0.2,5.569,88.801,3.02,7.55,308.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,15:16:00,0.4,5.419,89.992,2.52,7.55,310.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,15:31:00,0.2,5.247,90.907,2.01,5.54,310.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,15:46:00,0.4,5.183,90.684,3.02,7.05,310.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,16:01:00,0.2,5.14,90.597,2.52,7.05,314.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,16:16:00,0.4,5.14,92.094,2.01,5.54,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,16:31:00,0.4,4.968,90.579,2.52,5.54,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,16:46:00,0.2,4.925,92.299,2.52,6.54,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,17:01:00,0.2,4.968,91.746,3.02,6.54,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,17:16:00,0,5.075,90.19,2.52,6.54,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,17:31:00,0,5.075,91.481,2.01,7.05,310.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,17:46:00,0,5.118,90.236,2.52,6.04,310.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,18:01:00,0.2,5.075,91.756,2.01,7.05,310.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,18:16:00,0,5.075,92.149,2.01,4.53,307.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,18:31:00,0,5.118,91.946,1.51,4.53,307.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,18:46:00,0,5.226,91.717,2.01,5.03,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,19:01:00,0.2,5.226,91.284,1.51,5.03,307.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,19:16:00,0,5.247,91.192,1.51,6.54,308.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,19:31:00,0,5.333,90.93,1.51,6.04,311.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,19:46:00,0,5.333,91.676,1.51,4.53,308.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,20:01:00,0.2,5.419,91.58,2.01,6.04,310.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,20:16:00,0,5.44,90.495,2.52,5.54,308.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,20:31:00,0.2,5.311,91.618,3.02,7.05,315.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,20:46:00,0,5.354,91.408,2.01,6.04,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,21:01:00,0.2,5.333,91.916,2.52,5.54,314.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,21:16:00,0,5.44,91.742,2.52,5.54,311.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,21:31:00,0,5.44,91.907,2.52,6.04,315.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,21:46:00,0.2,5.461,92.161,2.52,6.04,321.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,22:01:00,0,5.461,92.912,1.51,4.53,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,22:16:00,0,5.526,93.124,1.51,4.03,307.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,22:31:00,0,5.569,94.107,1.51,4.53,314.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,22:46:00,0,5.719,92.377,2.01,6.04,311.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,23:01:00,0,5.633,92.216,2.01,5.54,318.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,23:16:00,0,5.697,91.389,2.52,6.04,314.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,23:31:00,0,5.676,91.691,1.51,5.03,306.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/22/2023,23:46:00,0,5.74,92.328,1.01,4.03,308.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,0:01:00,0,5.74,91.994,1.01,3.52,306.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,0:16:00,0,5.848,90.907,1.01,3.52,303.2,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,0:31:00,0,5.89,91.014,0.5,3.52,301.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,0:46:00,0,6.083,89.032,0,2.52,300.4,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,1:01:00,0,6.212,88.357,0.5,2.52,306.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,1:16:00,0,6.276,88.02,1.01,3.52,314.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,1:31:00,0,6.362,87.181,0.5,3.52,306.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,1:46:00,0,6.555,85.789,1.51,5.03,318.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,2:01:00,0,6.684,83.63,1.51,4.53,307.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,2:16:00,0,6.598,84.55,1.01,3.52,310.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,2:31:00,0,6.512,85.991,0.5,2.01,320.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,2:46:00,0,6.598,84.573,0,2.52,320.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,3:01:00,0,6.791,81.122,1.01,3.52,311.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,3:16:00,0,6.77,81.648,1.01,5.54,310.3,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,3:31:00,0,6.791,80.943,2.52,6.04,320.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,3:46:00,0,6.727,81.978,0.5,3.52,322.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,4:01:00,0,6.663,82.553,0,1.01,320.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,4:16:00,0,6.727,81.762,0,1.51,297.6,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,4:31:00,0,6.748,81.834,0,2.01,283.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,4:46:00,0,6.813,81.624,0,2.52,285,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,5:01:00,0,6.705,82.101,0,1.51,282.2,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,5:16:00,0,6.448,82.031,0,2.01,294.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,5:31:00,0,6.062,83.285,0,1.01,283.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,5:46:00,0,6.019,84.086,0,1.51,280.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,6:01:00,0,5.912,85.029,0,2.01,273.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,6:16:00,0,5.955,84.018,0,2.01,265.3,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,6:31:00,0,6.062,83.336,0,2.01,272.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,6:46:00,0,6.255,82.779,0,2.52,278,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,7:01:00,0,6.319,82.708,0.5,2.52,280.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,7:16:00,0,6.362,82.371,0.5,2.52,286.4,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,7:31:00,0,6.276,83.107,0,2.01,280.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,7:46:00,0,6.319,83.629,0,1.51,268.1,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,8:01:00,0,6.276,84.59,0,2.01,269.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,8:16:00,0,6.469,84.425,0.5,3.02,261.1,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,8:31:00,0,7.156,81.231,0,2.52,262.5,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,8:46:00,0,8.121,78.599,0.5,2.52,273.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,9:01:00,0,8.507,76.995,0.5,2.52,273.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,9:16:00,0,8.528,75.801,1.01,4.03,268.1,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,9:31:00,0,8.335,75.023,2.01,5.03,301.8,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,9:46:00,0,8.636,73.333,1.01,4.03,299,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,10:01:00,0,9.279,70.256,1.01,3.52,276.6,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,10:16:00,0,9.644,68.461,1.51,5.03,271,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,10:31:00,0,9,69.683,1.51,3.52,263.9,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,10:46:00,0,9.279,68.457,2.01,5.03,315.9,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,11:01:00,0,9.301,65.682,1.51,4.53,313.1,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,11:16:00,0,10.073,64.826,2.01,5.03,299,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,11:31:00,0,9.043,65.945,1.51,4.03,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,11:46:00,0,11.617,55.305,1.01,2.52,287.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,12:01:00,0,10.051,64.771,1.51,4.03,304.7,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,12:16:00,0,10.931,57.379,1.51,4.53,307.5,NW
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,12:31:00,0,11.531,54.331,1.51,4.53,271,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,12:46:00,0,10.159,62.094,1.51,5.54,287.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,13:01:00,0,11.381,55.415,1.51,4.53,287.8,W
East Syracuse Elementary,East Syracuse Elementary,43.068611,-76.074583,10/23/2023,13:16:00,0,10.416,60.841,1.51,3.52,278,W
